VehicleModel,VehicleYear,PartName,HoursOfOperation,SupplierName,ClaimDate,SettlementAmount,MaintenanceFrequency,EnvironmentCondition,OperationalIntensity,WarrantyStatus,PreviousFailures,pass_fail
,2019,Headlight,1864.0,MotoComponentsLtd,2021-03-22 08:04:00.080026672,1740.2377663929717,1500 hours,Urban,Light,In Warranty,1,pass
Model C,2022,Radiator,1791.0,RideEquipCorp,2021-03-22 22:40:46.415471824,900.7375284971547,1000 hours,Rural,Light,Out of Warranty,0,fail
Model C,2018,Headlight,4751.0,RideEquipCorp,2021-03-23 13:17:32.750916976,136.21095067461613,1000 hours,Rural,Moderate,Out of Warranty,3,fail
Model D,2019,Radiator,3858.0,,2021-03-24 03:54:19.086362128,526.994706635574,1500 hours,Mountainous,Light,In Warranty,2,pass
Model C,2015,Brake,2927.0,DriveLineTech,2021-03-24 18:31:05.421807264,1542.8192904936657,1000 hours,Urban,Moderate,Out of Warranty,2,pass
Model B,2019,Headlight,3320.0,RideEquipCorp,2021-03-25 09:07:51.757252416,184.81000484410427,500 hours,Coastal,Moderate,Out of Warranty,2,pass
Model B,2018,Alternator,4133.0,DriveLineTech,2021-03-25 23:44:38.092697568,337.36058420207684,1500 hours,Rural,Heavy,In Warranty,2,pass
Model C,2020,Headlight,795.0,DriveLineTech,2021-03-26 14:21:24.428142720,1403.7422912813236,1000 hours,Coastal,Heavy,Out of Warranty,4,pass
Model C,2017,Brake,607.0,MotoComponentsLtd,2021-03-27 04:58:10.763587856,1790.571539968704,500 hours,Coastal,Heavy,Out of Warranty,4,pass
Model D,2021,Headlight,33510.0,MotoComponentsLtd,2021-03-27 19:34:57.099033008,1285.7774098623918,,Mountainous,Heavy,In Warranty,3,pass
Model B,2022,Radiator,991.0,RideEquipCorp,2021-03-28 10:11:43.434478160,483.4675549676315,1500 hours,Mountainous,Heavy,In Warranty,1,fail
Model B,2017,Radiator,4073.0,AutoPartsCo,2021-03-29 00:48:29.769923312,154.15683833661978,500 hours,Urban,Heavy,Out of Warranty,0,pass
Model A,2019,Brake,2346.0,AutoPartsCo,2021-03-29 15:25:16.105368464,1249.4968359731079,1500 hours,Mountainous,Light,Out of Warranty,0,pass
Model D,2016,Engine,989.0,RideEquipCorp,2021-03-30 06:02:02.440813600,142.42722696576976,1000 hours,Rural,Moderate,Out of Warranty,4,pass
Model A,2017,Radiator,1660.0,RideEquipCorp,2021-03-30 20:38:48.776258752,1244.8080012864261,1500 hours,Urban,Moderate,In Warranty,2,fail
Model B,2020,Alternator,1775.0,AutoPartsCo,2021-03-31 11:15:35.111703904,489.88089111413535,1000 hours,Urban,Heavy,In Warranty,3,pass
Model D,2019,Brake,,DriveLineTech,2021-04-01 01:52:21.447149056,1814.079321697218,500 hours,Coastal,Light,Out of Warranty,1,pass
Model C,2021,Headlight,1637.0,RideEquipCorp,2021-04-01 16:29:07.782594192,976.4307035503556,500 hours,,Heavy,Out of Warranty,4,fail
Model D,2018,Headlight,4071.0,DriveLineTech,2021-04-02 07:05:54.118039344,486.6799449539065,1500 hours,Coastal,Light,Out of Warranty,3,fail
Model C,2020,Alternator,1386.0,,2021-04-02 21:42:40.453484496,,500 hours,Urban,Light,In Warranty,3,fail
Model C,2019,Radiator,3187.0,RideEquipCorp,2021-04-03 12:19:26.788929648,545.3690269726412,500 hours,Mountainous,Moderate,In Warranty,4,pass
Model D,2020,Brake,711.0,DriveLineTech,2021-04-04 02:56:13.124374784,647.8681992235072,1500 hours,Mountainous,Moderate,In Warranty,3,fail
Model C,2017,Alternator,82.0,DriveLineTech,2021-04-04 17:32:59.459819936,1676.8419031581386,1000 hours,,Light,Out of Warranty,2,pass
Model A,2021,Radiator,,AutoPartsCo,2021-04-05 08:09:45.795265088,652.1444581111621,1500 hours,Urban,Moderate,Out of Warranty,3,fail
Model B,2018,Brake,1206.0,RideEquipCorp,2021-04-05 22:46:32.130710240,849.8193499997428,1500 hours,Urban,Light,Out of Warranty,1,pass
Model C,2019,Headlight,3176.0,MotoComponentsLtd,2021-04-06 13:23:18.466155392,727.9480579797898,1000 hours,Urban,Light,In Warranty,3,fail
Model A,2015,Brake,110.0,MotoComponentsLtd,2021-04-07 04:00:04.801600528,276.98061976923293,1000 hours,Urban,Light,Out of Warranty,0,fail
Model C,2022,Engine,3978.0,RideEquipCorp,2021-04-07 18:36:51.137045680,125.84683388131099,1000 hours,Urban,Moderate,In Warranty,3,pass
Model B,2018,Brake,1593.0,,2021-04-08 09:13:37.472490832,1462.8543144189136,1500 hours,Mountainous,Heavy,Out of Warranty,4,fail
Model A,2015,Engine,321.0,RideEquipCorp,2021-04-08 23:50:23.807935984,1308.0173916746553,1000 hours,Urban,Moderate,In Warranty,0,pass
Model B,2020,Brake,4126.0,DriveLineTech,2021-04-09 14:27:10.143381120,600.6138317265115,500 hours,Mountainous,Heavy,Out of Warranty,4,pass
Model B,2016,,3438.0,MotoComponentsLtd,2021-04-10 05:03:56.478826272,626.4182937205131,1000 hours,Urban,Moderate,Out of Warranty,1,pass
Model A,2018,Headlight,2802.0,MotoComponentsLtd,2021-04-10 19:40:42.814271424,1892.7612768669285,500 hours,Mountainous,Moderate,In Warranty,2,fail
,2020,Radiator,2759.0,MotoComponentsLtd,2021-04-11 10:17:29.149716576,1975.9586981053096,1000 hours,Rural,Heavy,Out of Warranty,1,pass
Model A,2015,Engine,1204.0,RideEquipCorp,2021-04-12 00:54:15.485161728,973.1980613057024,500 hours,Rural,Light,In Warranty,0,pass
Model D,2017,Engine,4455.0,DriveLineTech,2021-04-12 15:31:01.820606864,1614.7809036889128,500 hours,Mountainous,Heavy,Out of Warranty,2,pass
Model A,2017,Headlight,3903.0,RideEquipCorp,2021-04-13 06:07:48.156052016,,500 hours,Rural,Light,Out of Warranty,3,fail
Model A,2016,Engine,1795.0,AutoPartsCo,2021-04-13 20:44:34.491497168,629.7695335484915,500 hours,Rural,Light,Out of Warranty,0,fail
Model A,2022,Alternator,3482.0,AutoPartsCo,2021-04-14 11:21:20.826942320,164.1972855149328,500 hours,Mountainous,Moderate,In Warranty,2,pass
Model A,2018,Headlight,387.0,MotoComponentsLtd,2021-04-15 01:58:07.162387456,327.98470141313305,1000 hours,Urban,Moderate,Out of Warranty,4,pass
Model C,2018,Alternator,59.0,RideEquipCorp,2021-04-15 16:34:53.497832608,1684.6735281514887,,,Moderate,In Warranty,2,pass
,2018,Headlight,4194.0,AutoPartsCo,2021-04-16 07:11:39.833277760,1475.8669489927481,1500 hours,Mountainous,Moderate,Out of Warranty,4,pass
Model B,2022,Engine,780.0,AutoPartsCo,2021-04-16 21:48:26.168722912,1345.4529467014418,1500 hours,Coastal,Moderate,Out of Warranty,4,pass
Model A,2020,Alternator,4940.0,RideEquipCorp,2021-04-17 12:25:12.504168064,304.7652218084642,1500 hours,Coastal,Heavy,In Warranty,2,pass
Model C,2021,Engine,1698.0,DriveLineTech,2021-04-18 03:01:58.839613200,1297.8648405285232,1500 hours,Rural,Heavy,Out of Warranty,1,fail
Model C,2021,Headlight,4278.0,RideEquipCorp,2021-04-18 17:38:45.175058352,1555.6970464115752,500 hours,Coastal,Heavy,Out of Warranty,1,pass
Model C,2016,Engine,3704.0,RideEquipCorp,2021-04-19 08:15:31.510503504,1728.1734122275666,1000 hours,Rural,Heavy,In Warranty,4,pass
Model B,2018,Alternator,2180.0,DriveLineTech,2021-04-19 22:52:17.845948656,75.80099442755552,500 hours,Urban,Moderate,In Warranty,0,pass
Model A,2020,Alternator,4521.0,MotoComponentsLtd,2021-04-20 13:29:04.181393792,1384.7264486630315,1000 hours,Mountainous,Heavy,Out of Warranty,2,pass
Model D,2017,Engine,2446.0,MotoComponentsLtd,2021-04-21 04:05:50.516838944,87.24042842624863,1000 hours,Urban,Heavy,In Warranty,0,pass
Model D,2015,Brake,4416.0,MotoComponentsLtd,2021-04-21 18:42:36.852284096,1428.402048809705,1000 hours,Mountainous,Light,In Warranty,1,pass
Model C,2020,Headlight,1556.0,DriveLineTech,2021-04-22 09:19:23.187729248,1289.4616612274094,1000 hours,Coastal,Moderate,Out of Warranty,0,fail
,2022,Headlight,2208.0,AutoPartsCo,2021-04-22 23:56:09.523174384,339.2783326919964,1500 hours,Urban,Heavy,In Warranty,3,pass
Model B,2021,Engine,2966.0,DriveLineTech,2021-04-23 14:32:55.858619536,1543.937415123004,1000 hours,Urban,Heavy,In Warranty,3,pass
Model B,2021,Brake,4221.0,RideEquipCorp,2021-04-24 05:09:42.194064688,183.27785546989773,1000 hours,Rural,Heavy,Out of Warranty,1,fail
Model D,2017,Alternator,3279.0,DriveLineTech,2021-04-24 19:46:28.529509840,1661.4776088020353,1500 hours,Mountainous,Moderate,In Warranty,0,fail
Model C,2017,Radiator,3653.0,AutoPartsCo,2021-04-25 10:23:14.864954992,560.7620274540466,,Coastal,Heavy,In Warranty,2,fail
Model A,2022,Radiator,1716.0,AutoPartsCo,2021-04-26 01:00:01.200400128,1393.2611314862968,,Urban,Light,Out of Warranty,1,fail
Model D,2015,Engine,4474.0,RideEquipCorp,2021-04-26 15:36:47.535845280,1851.194214992647,500 hours,Mountainous,Moderate,Out of Warranty,3,fail
Model C,2017,Brake,4186.0,,2021-04-27 06:13:33.871290432,712.6626981132255,500 hours,Coastal,Light,In Warranty,1,pass
Model C,2016,Brake,3019.0,AutoPartsCo,2021-04-27 20:50:20.206735584,1030.6434519838174,1000 hours,Urban,Moderate,Out of Warranty,0,fail
Model A,2015,,27390.0,AutoPartsCo,2021-04-28 11:27:06.542180720,9530.801662033782,1500 hours,Mountainous,Heavy,In Warranty,0,pass
Model A,2017,Alternator,2376.0,AutoPartsCo,2021-04-29 02:03:52.877625872,357.3421306725928,,Rural,Moderate,In Warranty,0,pass
Model A,2019,Brake,2860.0,RideEquipCorp,2021-04-29 16:40:39.213071024,1201.1084204569852,500 hours,Urban,Moderate,In Warranty,4,pass
Model B,2020,Radiator,2566.0,AutoPartsCo,2021-04-30 07:17:25.548516176,1498.8537411158486,1500 hours,Mountainous,Moderate,In Warranty,0,pass
Model A,2017,Alternator,3521.0,MotoComponentsLtd,2021-04-30 21:54:11.883961328,1837.9059164014475,1000 hours,Coastal,Light,Out of Warranty,3,pass
Model C,2016,Alternator,62.0,RideEquipCorp,2021-05-01 12:30:58.219406464,1709.06507321655,500 hours,Coastal,Moderate,Out of Warranty,3,pass
Model A,2018,Engine,3020.0,MotoComponentsLtd,2021-05-02 03:07:44.554851616,1044.5377904696618,1000 hours,Rural,Heavy,In Warranty,4,pass
,2017,Brake,3671.0,AutoPartsCo,2021-05-02 17:44:30.890296768,1452.0834512982728,1000 hours,Urban,Moderate,Out of Warranty,3,fail
Model D,2021,Engine,3733.0,AutoPartsCo,2021-05-03 08:21:17.225741920,1611.527656079091,1000 hours,Rural,Moderate,In Warranty,3,fail
Model B,2021,Brake,3523.0,MotoComponentsLtd,2021-05-03 22:58:03.561187056,1012.3029917897801,1000 hours,Mountainous,Heavy,In Warranty,1,pass
Model D,2021,Headlight,3172.0,RideEquipCorp,2021-05-04 13:34:49.896632208,275.0837433733221,1000 hours,Coastal,Heavy,Out of Warranty,0,fail
Model D,2018,Engine,3514.0,RideEquipCorp,2021-05-05 04:11:36.232077360,903.9649895023731,500 hours,Rural,Light,Out of Warranty,1,pass
Model C,2021,Engine,702.0,MotoComponentsLtd,2021-05-05 18:48:22.567522512,1692.8321744930515,1000 hours,Urban,Heavy,In Warranty,1,fail
Model D,2019,Radiator,670.0,AutoPartsCo,2021-05-06 09:25:08.902967648,1213.4507405177833,500 hours,Mountainous,Heavy,Out of Warranty,3,pass
Model C,2017,Engine,3840.0,DriveLineTech,2021-05-07 00:01:55.238412800,1462.693835168211,1500 hours,Urban,Heavy,In Warranty,2,pass
Model A,2022,Brake,1695.0,MotoComponentsLtd,2021-05-07 14:38:41.573857952,411.2726431975457,1000 hours,Rural,Moderate,Out of Warranty,0,pass
Model A,2021,Radiator,2293.0,MotoComponentsLtd,2021-05-08 05:15:27.909303104,1930.458648011461,1000 hours,Coastal,Light,Out of Warranty,2,pass
Model C,2015,Engine,4562.0,MotoComponentsLtd,2021-05-08 19:52:14.244748256,837.9570325119533,1500 hours,Coastal,Heavy,In Warranty,3,pass
Model A,2022,Engine,4809.0,AutoPartsCo,2021-05-09 10:29:00.580193392,1324.5892692995715,500 hours,Rural,Heavy,Out of Warranty,4,pass
,2018,Headlight,3541.0,RideEquipCorp,2021-05-10 01:05:46.915638544,86.80089645168027,1000 hours,,Heavy,Out of Warranty,1,pass
Model D,2019,Engine,3761.0,AutoPartsCo,2021-05-10 15:42:33.251083696,298.2725613978181,1500 hours,Urban,Moderate,In Warranty,3,pass
Model B,2015,Alternator,3738.0,MotoComponentsLtd,2021-05-11 06:19:19.586528848,,1500 hours,Urban,Moderate,In Warranty,3,pass
Model D,2015,Radiator,1429.0,AutoPartsCo,2021-05-11 20:56:05.921973984,1937.5404187644965,,Urban,Light,In Warranty,2,fail
Model A,2015,Alternator,4293.0,AutoPartsCo,2021-05-12 11:32:52.257419136,674.1079423581825,500 hours,Coastal,Light,In Warranty,4,pass
Model B,2015,Radiator,2095.0,MotoComponentsLtd,2021-05-13 02:09:38.592864288,122.50243313546643,500 hours,Urban,Moderate,In Warranty,1,pass
Model A,2022,Headlight,3098.0,AutoPartsCo,2021-05-13 16:46:24.928309440,753.6898738612682,1000 hours,Rural,Heavy,In Warranty,4,pass
Model D,2022,Engine,1438.0,DriveLineTech,2021-05-14 07:23:11.263754592,84.06285404405511,1500 hours,Rural,Heavy,Out of Warranty,4,fail
Model C,2017,Engine,451.0,AutoPartsCo,2021-05-14 21:59:57.599199728,425.1275299118148,1000 hours,Rural,Light,In Warranty,4,pass
Model C,2021,Engine,2703.0,AutoPartsCo,2021-05-15 12:36:43.934644880,1517.32042935479,500 hours,,Heavy,In Warranty,0,fail
Model B,2020,Radiator,4374.0,RideEquipCorp,2021-05-16 03:13:30.270090032,18773.223763076672,1500 hours,Urban,Moderate,In Warranty,4,pass
Model A,2017,Engine,3973.0,RideEquipCorp,2021-05-16 17:50:16.605535184,220.52571451932897,1000 hours,Coastal,Light,Out of Warranty,3,pass
Model A,2017,Alternator,317.0,,2021-05-17 08:27:02.940980320,1137.906518680493,1500 hours,Mountainous,Moderate,In Warranty,0,pass
Model B,2019,Engine,4271.0,MotoComponentsLtd,2021-05-17 23:03:49.276425472,545.0676499418623,500 hours,Urban,Moderate,In Warranty,0,pass
Model C,2019,Headlight,1775.0,RideEquipCorp,2021-05-18 13:40:35.611870624,321.1652952981626,500 hours,Mountainous,Heavy,Out of Warranty,4,pass
Model D,2021,Alternator,1162.0,DriveLineTech,2021-05-19 04:17:21.947315776,477.01144828853717,500 hours,Coastal,Moderate,Out of Warranty,3,pass
Model B,2020,Engine,2725.0,AutoPartsCo,2021-05-19 18:54:08.282760928,1176.6379816205294,1000 hours,Urban,Moderate,In Warranty,1,pass
Model D,2019,Engine,4834.0,DriveLineTech,2021-05-20 09:30:54.618206064,177.01227781572402,1500 hours,Mountainous,Heavy,Out of Warranty,4,fail
Model C,2021,Brake,1330.0,DriveLineTech,2021-05-21 00:07:40.953651216,896.7262625284142,1000 hours,Coastal,Moderate,Out of Warranty,0,pass
,2021,Radiator,1282.0,RideEquipCorp,2021-05-21 14:44:27.289096368,313.6943093625696,1000 hours,Mountainous,Heavy,In Warranty,1,pass
Model C,2022,Alternator,4426.0,MotoComponentsLtd,2021-05-22 05:21:13.624541520,581.7202521692388,1000 hours,Rural,Moderate,In Warranty,1,pass
Model B,2016,,4588.0,AutoPartsCo,2021-05-22 19:57:59.959986656,421.9709429993646,1000 hours,Rural,Heavy,In Warranty,0,pass
Model A,2022,Headlight,1913.0,,2021-05-23 10:34:46.295431808,1771.8022246702494,1500 hours,Coastal,Heavy,Out of Warranty,1,pass
,2020,Radiator,4982.0,DriveLineTech,2021-05-24 01:11:32.630876960,1430.6220951990147,1500 hours,Coastal,Light,In Warranty,3,fail
Model B,2019,Alternator,4534.0,DriveLineTech,2021-05-24 15:48:18.966322112,1743.5020289475674,1000 hours,Mountainous,Moderate,Out of Warranty,3,fail
Model C,2020,Engine,666.0,MotoComponentsLtd,2021-05-25 06:25:05.301767248,797.7525273680003,1000 hours,Coastal,Moderate,In Warranty,4,pass
Model B,2017,Alternator,196.0,MotoComponentsLtd,2021-05-25 21:01:51.637212400,661.1560614646567,500 hours,Rural,Light,Out of Warranty,4,fail
Model C,2017,Engine,4666.0,RideEquipCorp,2021-05-26 11:38:37.972657552,792.1450300506457,500 hours,Rural,Heavy,In Warranty,1,pass
Model A,2020,Radiator,4775.0,MotoComponentsLtd,2021-05-27 02:15:24.308102704,86.16898166259456,1500 hours,Urban,Heavy,Out of Warranty,0,pass
Model C,2016,Engine,3727.0,MotoComponentsLtd,2021-05-27 16:52:10.643547856,1463.1733365396885,500 hours,Mountainous,Light,In Warranty,3,pass
Model A,2016,Headlight,338.0,RideEquipCorp,2021-05-28 07:28:56.978992992,732.0562909454027,1500 hours,Coastal,Light,In Warranty,2,pass
Model C,2022,Engine,1459.0,MotoComponentsLtd,2021-05-28 22:05:43.314438144,660.9814169747438,1500 hours,Coastal,Heavy,In Warranty,4,pass
Model D,2020,Headlight,,DriveLineTech,2021-05-29 12:42:29.649883296,1216.3750774725393,1500 hours,,Heavy,Out of Warranty,3,pass
Model D,2019,Radiator,,MotoComponentsLtd,2021-05-30 03:19:15.985328448,900.687327834142,500 hours,Mountainous,Light,Out of Warranty,1,pass
Model B,2022,Radiator,1771.0,AutoPartsCo,2021-05-30 17:56:02.320773584,1962.644568036602,500 hours,Rural,Moderate,In Warranty,3,fail
Model C,2018,Alternator,1473.0,DriveLineTech,2021-05-31 08:32:48.656218736,744.6934336526626,1500 hours,Coastal,Heavy,Out of Warranty,3,pass
Model C,2016,Headlight,3040.0,RideEquipCorp,2021-05-31 23:09:34.991663888,1247.096892305431,1500 hours,Coastal,Light,In Warranty,1,fail
Model A,2015,Headlight,1245.0,DriveLineTech,2021-06-01 13:46:21.327109040,657.7196461888209,1000 hours,Rural,Moderate,Out of Warranty,4,pass
Model B,2022,,4609.0,RideEquipCorp,2021-06-02 04:23:07.662554192,1981.6602114107807,1500 hours,Coastal,Moderate,In Warranty,4,pass
Model C,2017,Brake,4415.0,AutoPartsCo,2021-06-02 18:59:53.997999328,917.9665177042499,1500 hours,Urban,Moderate,Out of Warranty,2,fail
Model B,2022,Brake,1294.0,AutoPartsCo,2021-06-03 09:36:40.333444480,1286.5511811902657,1000 hours,Rural,Moderate,Out of Warranty,2,pass
Model D,2020,Engine,3273.0,DriveLineTech,2021-06-04 00:13:26.668889632,297.1072583577203,1500 hours,Rural,Light,Out of Warranty,4,pass
Model C,2015,Brake,3520.0,MotoComponentsLtd,2021-06-04 14:50:13.004334784,1479.3972189841334,1500 hours,Rural,Heavy,Out of Warranty,4,pass
Model C,2020,Headlight,4217.0,DriveLineTech,2021-06-05 05:26:59.339779920,574.959612857463,1500 hours,Urban,Moderate,Out of Warranty,4,pass
Model B,2021,Engine,4019.0,DriveLineTech,2021-06-05 20:03:45.675225072,924.7958430178602,1000 hours,Rural,Moderate,In Warranty,4,pass
Model C,2017,Radiator,1356.0,AutoPartsCo,2021-06-06 10:40:32.010670224,1772.109471538543,500 hours,Mountainous,Light,Out of Warranty,3,pass
Model B,2017,Alternator,2171.0,RideEquipCorp,2021-06-07 01:17:18.346115376,1942.5774040259478,1500 hours,Mountainous,Moderate,Out of Warranty,2,fail
Model C,2016,Brake,24520.0,DriveLineTech,2021-06-07 15:54:04.681560528,877.9155985886961,1000 hours,Mountainous,Light,Out of Warranty,1,pass
Model A,2022,,546.0,MotoComponentsLtd,2021-06-08 06:30:51.017005664,1677.8652025112747,1500 hours,Rural,Light,Out of Warranty,0,pass
,2016,Headlight,3449.0,AutoPartsCo,2021-06-08 21:07:37.352450816,154.03053937222847,1000 hours,Rural,Heavy,In Warranty,1,pass
Model C,2015,Alternator,3656.0,DriveLineTech,2021-06-09 11:44:23.687895968,1702.769358091012,1500 hours,Rural,Moderate,Out of Warranty,0,pass
Model D,2022,Radiator,959.0,DriveLineTech,2021-06-10 02:21:10.023341120,1277.5451281976668,1000 hours,Urban,Heavy,Out of Warranty,3,pass
Model C,2021,,422.0,MotoComponentsLtd,2021-06-10 16:57:56.358786256,1002.9770283636238,500 hours,Mountainous,Light,In Warranty,2,pass
Model D,2020,Brake,4507.0,DriveLineTech,2021-06-11 07:34:42.694231408,1785.4292250176331,500 hours,Coastal,Moderate,In Warranty,0,pass
Model D,2021,Headlight,1394.0,DriveLineTech,2021-06-11 22:11:29.029676560,,500 hours,Coastal,Light,Out of Warranty,4,fail
,2017,Alternator,373.0,,2021-06-12 12:48:15.365121712,629.0429371094654,1500 hours,Rural,Light,In Warranty,3,pass
Model B,2015,Radiator,2481.0,DriveLineTech,2021-06-13 03:25:01.700566848,1593.402345572277,1000 hours,Urban,Light,Out of Warranty,0,fail
Model C,2018,Brake,4720.0,MotoComponentsLtd,2021-06-13 18:01:48.036012000,244.0073206416266,1500 hours,Rural,Moderate,Out of Warranty,4,pass
Model A,2015,Brake,4881.0,DriveLineTech,2021-06-14 08:38:34.371457152,1654.3896741613719,1500 hours,Coastal,Light,In Warranty,3,pass
Model C,2019,Radiator,2834.0,DriveLineTech,2021-06-14 23:15:20.706902304,1367.1384551453384,1000 hours,Mountainous,Light,Out of Warranty,0,pass
Model D,2015,Radiator,2443.0,DriveLineTech,2021-06-15 13:52:07.042347456,221.33934531728835,1500 hours,Coastal,Moderate,In Warranty,4,fail
Model B,2021,Alternator,3970.0,AutoPartsCo,2021-06-16 04:28:53.377792592,1382.006338274564,1000 hours,Mountainous,Heavy,In Warranty,2,pass
Model C,2019,Engine,1265.0,MotoComponentsLtd,2021-06-16 19:05:39.713237744,1182.012589518922,1000 hours,,Light,Out of Warranty,3,fail
Model C,2019,Brake,,AutoPartsCo,2021-06-17 09:42:26.048682896,1209.3726972328375,500 hours,Urban,Heavy,Out of Warranty,0,fail
Model D,2022,Alternator,1957.0,AutoPartsCo,2021-06-18 00:19:12.384128048,617.1846735029121,500 hours,,Heavy,In Warranty,4,fail
Model C,2022,Radiator,4864.0,MotoComponentsLtd,2021-06-18 14:55:58.719573184,569.6695400250483,500 hours,Rural,Heavy,Out of Warranty,2,pass
Model C,2019,Alternator,830.0,AutoPartsCo,2021-06-19 05:32:45.055018336,1536.943468505339,1000 hours,Urban,Heavy,In Warranty,4,fail
Model D,2018,Radiator,1069.0,AutoPartsCo,2021-06-19 20:09:31.390463488,5507.862879836162,500 hours,Mountainous,Heavy,In Warranty,2,fail
Model A,2022,Headlight,3315.0,AutoPartsCo,2021-06-20 10:46:17.725908640,920.2113910293024,1000 hours,Coastal,Heavy,In Warranty,0,pass
Model D,2015,Radiator,1453.0,MotoComponentsLtd,2021-06-21 01:23:04.061353792,1404.8385472676302,1500 hours,Rural,Moderate,In Warranty,4,fail
Model A,2021,Radiator,1476.0,DriveLineTech,2021-06-21 15:59:50.396798928,205.25169008850366,500 hours,Urban,Moderate,Out of Warranty,4,fail
Model B,2015,Radiator,713.0,RideEquipCorp,2021-06-22 06:36:36.732244080,12093.693460927316,1000 hours,Rural,Heavy,Out of Warranty,1,pass
